frame,timestamp_ms,left_detected,right_detected,left_0_x,left_0_y,left_0_z,left_1_x,left_1_y,left_1_z,left_2_x,left_2_y,left_2_z,left_3_x,left_3_y,left_3_z,left_4_x,left_4_y,left_4_z,left_5_x,left_5_y,left_5_z,left_6_x,left_6_y,left_6_z,left_7_x,left_7_y,left_7_z,left_8_x,left_8_y,left_8_z,left_9_x,left_9_y,left_9_z,left_10_x,left_10_y,left_10_z,left_11_x,left_11_y,left_11_z,left_12_x,left_12_y,left_12_z,left_13_x,left_13_y,left_13_z,left_14_x,left_14_y,left_14_z,left_15_x,left_15_y,left_15_z,left_16_x,left_16_y,left_16_z,left_17_x,left_17_y,left_17_z,left_18_x,left_18_y,left_18_z,left_19_x,left_19_y,left_19_z,left_20_x,left_20_y,left_20_z,right_0_x,right_0_y,right_0_z,right_1_x,right_1_y,right_1_z,right_2_x,right_2_y,right_2_z,right_3_x,right_3_y,right_3_z,right_4_x,right_4_y,right_4_z,right_5_x,right_5_y,right_5_z,right_6_x,right_6_y,right_6_z,right_7_x,right_7_y,right_7_z,right_8_x,right_8_y,right_8_z,right_9_x,right_9_y,right_9_z,right_10_x,right_10_y,right_10_z,right_11_x,right_11_y,right_11_z,right_12_x,right_12_y,right_12_z,right_13_x,right_13_y,right_13_z,right_14_x,right_14_y,right_14_z,right_15_x,right_15_y,right_15_z,right_16_x,right_16_y,right_16_z,right_17_x,right_17_y,right_17_z,right_18_x,right_18_y,right_18_z,right_19_x,right_19_y,right_19_z,right_20_x,right_20_y,right_20_z
45,2250,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25658729672431946,0.9079635143280029,-2.576264819253993e-07,0.31840261816978455,0.8669105172157288,-0.00431237043812871,0.3479151427745819,0.7878139615058899,-0.0013547478010877967,0.35096514225006104,0.7268444299697876,-0.0015709033468738198,0.34924712777137756,0.6810951828956604,0.0010374692501500249,0.3208344280719757,0.7233904004096985,0.014150078408420086,0.33010488748550415,0.6645699739456177,-0.004527715966105461,0.34320735931396484,0.7044726014137268,-0.013268555514514446,0.3385498821735382,0.7404248714447021,-0.014667078852653503,0.29093220829963684,0.7238690853118896,0.007535314187407494,0.30470532178878784,0.6597364544868469,-0.014127722010016441,0.31527599692344666,0.7262248396873474,-0.01963127590715885,0.30378812551498413,0.7629163265228271,-0.016078082844614983,0.2581396698951721,0.7321204543113708,-0.0027915742248296738,0.2755171060562134,0.6791039705276489,-0.030596254393458366,0.28667783737182617,0.7489340901374817,-0.023901985958218575,0.2749783396720886,0.7778868079185486,-0.010701346211135387,0.22041548788547516,0.7491303086280823,-0.01286705769598484,0.24590152502059937,0.7039754986763,-0.03223245218396187,0.25679710507392883,0.7533969283103943,-0.022847356274724007,0.24508097767829895,0.7771003842353821,-0.01041639968752861
46,2300,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2555704116821289,0.9053263664245605,-2.6448967105352494e-07,0.3191089332103729,0.8682050704956055,-0.003277635434642434,0.3452986478805542,0.786385178565979,0.0005616667331196368,0.34613651037216187,0.7227438688278198,0.00106036604847759,0.3466428816318512,0.6751399040222168,0.004606090486049652,0.3156909644603729,0.7212872505187988,0.014346722513437271,0.32635554671287537,0.6559913754463196,-0.003950294107198715,0.3425012528896332,0.6932833790779114,-0.010931904427707195,0.33657899498939514,0.7286810874938965,-0.010955734178423882,0.28725337982177734,0.7231554985046387,0.0072145359590649605,0.3049705922603607,0.6558038592338562,-0.015145787037909031,0.3168812096118927,0.7258090972900391,-0.01945408061146736,0.30236169695854187,0.7612173557281494,-0.014677751809358597,0.2557208240032196,0.7321457266807556,-0.0036214992869645357,0.277614951133728,0.6780261397361755,-0.033229999244213104,0.28943029046058655,0.7512789964675903,-0.02593166008591652,0.2744569480419159,0.7781954407691956,-0.011815755628049374,0.2184775322675705,0.749059796333313,-0.013905220665037632,0.24641482532024384,0.7032924294471741,-0.034859899431467056,0.25795990228652954,0.7544307708740234,-0.025469234213232994,0.24374613165855408,0.776940643787384,-0.012887516058981419
47,2350,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25855129957199097,0.9084210395812988,-1.221954590846508e-07,0.310619592666626,0.8733838796615601,-0.016135670244693756,0.3419686257839203,0.787850558757782,-0.023205673322081566,0.33875003457069397,0.7176473140716553,-0.03153105452656746,0.3353259563446045,0.661866307258606,-0.03564223647117615,0.31330081820487976,0.7131780982017517,-0.000530325691215694,0.3328568637371063,0.651041567325592,-0.023980993777513504,0.3518536686897278,0.6716674566268921,-0.028526581823825836,0.3451235294342041,0.704640805721283,-0.02506396174430847,0.2787044942378998,0.7148988842964172,-0.003905739402398467,0.3069286048412323,0.6513184905052185,-0.027499161660671234,0.31651970744132996,0.7305319309234619,-0.023655161261558533,0.2998083829879761,0.7529124021530151,-0.012089433148503304,0.2466890811920166,0.7275557518005371,-0.012522604316473007,0.2775644361972809,0.6811569929122925,-0.04599716514348984,0.28918105363845825,0.7574665546417236,-0.03329413756728172,0.2704722583293915,0.7732104659080505,-0.014980028383433819,0.21061676740646362,0.7511096596717834,-0.021660903468728065,0.24767756462097168,0.7138751149177551,-0.04585384950041771,0.26000064611434937,0.7659594416618347,-0.03460124507546425,0.24194732308387756,0.7810819149017334,-0.020167315378785133
48,2400,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261355459690094,0.9146294593811035,5.5730364323380854e-08,0.30993080139160156,0.8748095631599426,-0.016828706488013268,0.3436233699321747,0.7888920903205872,-0.025189734995365143,0.34334349632263184,0.720086932182312,-0.035064537078142166,0.3355261981487274,0.6613214612007141,-0.04216332361102104,0.31086787581443787,0.7071764469146729,0.0022573124151676893,0.32128408551216125,0.6499316692352295,-0.020856192335486412,0.3487655520439148,0.642867922782898,-0.0297398678958416,0.36107221245765686,0.6638182997703552,-0.030364107340574265,0.27696481347084045,0.7103680372238159,-0.001725860871374607,0.3021968901157379,0.6471554636955261,-0.028910482302308083,0.3177036643028259,0.7185235619544983,-0.029506446793675423,0.3086792826652527,0.7536286115646362,-0.019622595980763435,0.24502933025360107,0.7247505187988281,-0.010746263898909092,0.27631527185440063,0.6786803007125854,-0.04794666916131973,0.2930469810962677,0.7530956268310547,-0.03815024346113205,0.280372679233551,0.7830236554145813,-0.0200561061501503,0.20979657769203186,0.753154456615448,-0.020408503711223602,0.24677777290344238,0.7214191555976868,-0.04956145957112312,0.2634944021701813,0.7747057676315308,-0.04126075282692909,0.2522353231906891,0.7987937927246094,-0.027122432366013527
49,2450,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26096704602241516,0.9101976156234741,1.0926854088211257e-07,0.3090769350528717,0.8726612329483032,-0.01570996269583702,0.3453648090362549,0.7884975075721741,-0.02485095150768757,0.34629887342453003,0.7207571268081665,-0.03573743253946304,0.3414086699485779,0.6629984378814697,-0.04468780755996704,0.31038525700569153,0.7075467109680176,0.0014887874713167548,0.3177107274532318,0.6511218547821045,-0.02336915396153927,0.34533900022506714,0.6342374682426453,-0.0363665334880352,0.36169517040252686,0.6480705738067627,-0.04007406532764435,0.2776784896850586,0.7123909592628479,-0.0037655916530638933,0.2970485985279083,0.6368692517280579,-0.03467419371008873,0.32027295231819153,0.703136682510376,-0.03909573704004288,0.3183997571468353,0.7499814033508301,-0.030955610796809196,0.24620595574378967,0.7281937003135681,-0.013549203053116798,0.2727137804031372,0.6685631275177002,-0.05160393565893173,0.29659539461135864,0.7379627227783203,-0.043502554297447205,0.29016634821891785,0.7786455154418945,-0.025836743414402008,0.21099480986595154,0.7588763236999512,-0.02392863854765892,0.24506358802318573,0.7199293375015259,-0.053372133523225784,0.2671471834182739,0.7681231498718262,-0.04640018567442894,0.2613748013973236,0.7988371253013611,-0.032889869064092636
50,2500,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2633495032787323,0.9147265553474426,2.1346623668705433e-07,0.30734822154045105,0.8762814998626709,-0.014633174054324627,0.34313052892684937,0.7982923984527588,-0.024774137884378433,0.3549027442932129,0.7335178256034851,-0.03766950964927673,0.3450607359409332,0.6785607933998108,-0.049420759081840515,0.30428412556648254,0.7064012289047241,-0.0003535080177243799,0.31113266944885254,0.6436578631401062,-0.022705212235450745,0.338758647441864,0.6166889667510986,-0.03543386235833168,0.36086103320121765,0.6155222654342651,-0.04016992077231407,0.27373841404914856,0.7106020450592041,-0.0066799260675907135,0.29127612709999084,0.6288422346115112,-0.03552694246172905,0.3172897696495056,0.6834269762039185,-0.04098514840006828,0.32283735275268555,0.7304707169532776,-0.03436708077788353,0.24557547271251678,0.727363109588623,-0.016748808324337006,0.2706682085990906,0.6601343750953674,-0.050505973398685455,0.2979300618171692,0.7226539850234985,-0.04330241680145264,0.2977558672428131,0.7700487971305847,-0.027156805619597435,0.21534588932991028,0.7588215470314026,-0.02794269286096096,0.24740728735923767,0.7138236165046692,-0.05433208495378494,0.2734460234642029,0.755440354347229,-0.048316143453121185,0.27469491958618164,0.7923176288604736,-0.03589477017521858
51,2550,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2594192624092102,0.9203929305076599,2.053238858934492e-07,0.30505692958831787,0.8795551657676697,-0.012432953342795372,0.34188419580459595,0.8023931384086609,-0.02296680584549904,0.3597052991390228,0.7374492883682251,-0.036678627133369446,0.3442666530609131,0.6886424422264099,-0.049864787608385086,0.30304479598999023,0.7072136998176575,-0.0013459475012496114,0.31133711338043213,0.6388953924179077,-0.022232724353671074,0.33880147337913513,0.605217456817627,-0.034613680094480515,0.3611132800579071,0.5918622016906738,-0.04048079624772072,0.27431654930114746,0.7118775248527527,-0.00956588052213192,0.29158422350883484,0.6249151229858398,-0.03843103349208832,0.3186333179473877,0.6780974268913269,-0.0448172390460968,0.3237234055995941,0.7216916680335999,-0.03960299491882324,0.24727316200733185,0.7290480136871338,-0.020768903195858,0.26986393332481384,0.6563811898231506,-0.05376741290092468,0.29819977283477783,0.7160103917121887,-0.046908654272556305,0.29811784625053406,0.7612060308456421,-0.03180826082825661,0.21830573678016663,0.7604871392250061,-0.03296632692217827,0.24788792431354523,0.7121233344078064,-0.058530308306217194,0.2751222848892212,0.7523223161697388,-0.05235830694437027,0.2772577702999115,0.7898257970809937,-0.040567342191934586
52,2600,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2568359971046448,0.9266262054443359,2.0362735142498423e-07,0.30297842621803284,0.8848896026611328,-0.011303498409688473,0.3407469689846039,0.8065612316131592,-0.02162681519985199,0.3619537949562073,0.7407673001289368,-0.03557698428630829,0.3473455607891083,0.6909499764442444,-0.04911560192704201,0.30219241976737976,0.7114338278770447,-0.0024875160306692123,0.311104953289032,0.6358664631843567,-0.022945638746023178,0.3380959928035736,0.5993514060974121,-0.03545686602592468,0.3602146804332733,0.5808734893798828,-0.04216938838362694,0.2740543484687805,0.7164592742919922,-0.011882754974067211,0.2942238748073578,0.6261556148529053,-0.04239226505160332,0.32585006952285767,0.6790345907211304,-0.050922591239213943,0.3334560692310333,0.7247504591941833,-0.047512300312519073,0.2480892688035965,0.7335889339447021,-0.02382499910891056,0.27218571305274963,0.6552874445915222,-0.05749668553471565,0.30434516072273254,0.7144812941551208,-0.052206553518772125,0.3065125048160553,0.7622705698013306,-0.038400888442993164,0.22071987390518188,0.7638225555419922,-0.03666602447628975,0.25126752257347107,0.7100821733474731,-0.06280134618282318,0.28020307421684265,0.7494546175003052,-0.057856883853673935,0.2830861210823059,0.7892764806747437,-0.04721394181251526
53,2650,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25524333119392395,0.9303723573684692,1.8500819010114355e-07,0.3020586669445038,0.8864584565162659,-0.008971125818789005,0.3392180800437927,0.8106882572174072,-0.018458064645528793,0.3621271252632141,0.7495864033699036,-0.032332148402929306,0.3524158000946045,0.7001074552536011,-0.04551560431718826,0.3017897605895996,0.7111745476722717,0.0015829183394089341,0.3090527355670929,0.6316868662834167,-0.018219124525785446,0.33435067534446716,0.5951048135757446,-0.03080948069691658,0.35457471013069153,0.5771083831787109,-0.03766874969005585,0.2752246856689453,0.7163804173469543,-0.009120289236307144,0.2968095541000366,0.63038569688797,-0.04044022783637047,0.32843583822250366,0.6825790405273438,-0.04975832626223564,0.33618345856666565,0.7293127179145813,-0.04656452313065529,0.2505699396133423,0.7334851026535034,-0.02239607460796833,0.2748613953590393,0.6613263487815857,-0.0563872829079628,0.30731335282325745,0.7206496000289917,-0.05147779360413551,0.31097906827926636,0.7684789896011353,-0.03756268694996834,0.22574594616889954,0.7634599804878235,-0.03647485747933388,0.25456324219703674,0.7118681073188782,-0.06224486976861954,0.282770574092865,0.7527356147766113,-0.05692053213715553,0.28697943687438965,0.7936034798622131,-0.045686718076467514
54,2700,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2560250759124756,0.930432915687561,1.7523332473956543e-07,0.3022018373012543,0.8880012035369873,-0.008075729943811893,0.33841052651405334,0.8140403628349304,-0.018629353493452072,0.36187613010406494,0.754459023475647,-0.033785637468099594,0.3523787558078766,0.7090882062911987,-0.04817548394203186,0.2981034815311432,0.7053913474082947,-0.0006568232784047723,0.30438491702079773,0.6244929432868958,-0.023143116384744644,0.3319374620914459,0.5902915596961975,-0.03741450980305672,0.35460329055786133,0.5773159265518188,-0.044788021594285965,0.2706810235977173,0.7114420533180237,-0.012139861471951008,0.2980025112628937,0.6348228454589844,-0.04490874335169792,0.3275727927684784,0.6939769387245178,-0.053311143070459366,0.33165252208709717,0.7446771264076233,-0.04937130957841873,0.24631983041763306,0.7312749028205872,-0.02627524733543396,0.2743455767631531,0.6708462238311768,-0.0603443868458271,0.30595308542251587,0.7331478595733643,-0.054094426333904266,0.30920466780662537,0.7816529870033264,-0.03946897014975548,0.22225674986839294,0.7651995420455933,-0.04125943407416344,0.25157415866851807,0.7212516665458679,-0.06580937653779984,0.28010421991348267,0.7625826001167297,-0.05929676815867424,0.28580009937286377,0.8021585941314697,-0.0473579466342926
55,2750,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24984022974967957,0.9380035996437073,1.4079850529924443e-07,0.2982320785522461,0.893973171710968,-0.0061742751859128475,0.3342573046684265,0.8186910152435303,-0.016891540959477425,0.35855787992477417,0.7593896985054016,-0.03301965817809105,0.34826958179473877,0.7151751518249512,-0.04834739863872528,0.29210788011550903,0.7077705264091492,0.001261107623577118,0.29609251022338867,0.6292734146118164,-0.02214766852557659,0.3246202766895294,0.5926684737205505,-0.03669878840446472,0.3479965925216675,0.5797706246376038,-0.04424525424838066,0.2641351819038391,0.7150838375091553,-0.01205503847450018,0.29415106773376465,0.640919029712677,-0.04700586572289467,0.3257322609424591,0.7058987617492676,-0.05460662767291069,0.3295258581638336,0.7578965425491333,-0.04932200536131859,0.24074427783489227,0.7348460555076599,-0.028155650943517685,0.27329006791114807,0.6765012741088867,-0.06394558399915695,0.3061636984348297,0.7429799437522888,-0.055647753179073334,0.3076881170272827,0.7912284731864929,-0.039134565740823746,0.21874229609966278,0.7691006660461426,-0.04509865492582321,0.2526107728481293,0.7298543453216553,-0.06982337683439255,0.27950945496559143,0.7730761766433716,-0.06190033629536629,0.2814498841762543,0.8105391263961792,-0.048846516758203506
56,2800,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24772775173187256,0.9396083354949951,1.4823341132341739e-07,0.296761155128479,0.8957645297050476,-0.006818654481321573,0.3346025347709656,0.8179708123207092,-0.017661461606621742,0.3594575822353363,0.7566341161727905,-0.033733632415533066,0.3468596041202545,0.7155701518058777,-0.0489703007042408,0.2882286608219147,0.7071312665939331,-0.00031302767456509173,0.29406630992889404,0.6274469494819641,-0.024652985855937004,0.3232007324695587,0.5933982729911804,-0.0401831790804863,0.3480203151702881,0.5809256434440613,-0.04850279912352562,0.259433776140213,0.7142350673675537,-0.013419129885733128,0.2920830547809601,0.6441318988800049,-0.049742456525564194,0.3242650628089905,0.709260880947113,-0.058286163955926895,0.3295201063156128,0.7625214457511902,-0.05372875556349754,0.23562422394752502,0.7347931265830994,-0.029289500787854195,0.27169063687324524,0.6802502274513245,-0.06602708250284195,0.30444401502609253,0.748332142829895,-0.05833883211016655,0.30760031938552856,0.7981347441673279,-0.042141035199165344,0.21410036087036133,0.7697000503540039,-0.046112559735774994,0.2507482171058655,0.7344056963920593,-0.07149673253297806,0.2777846157550812,0.7792628407478333,-0.06439460068941116,0.28126904368400574,0.8172968626022339,-0.05182851105928421
57,2850,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24600666761398315,0.9430092573165894,1.3950675281648728e-07,0.2955572307109833,0.8986598253250122,-0.006635905243456364,0.33257046341896057,0.8199104070663452,-0.016921961680054665,0.3569520115852356,0.75969398021698,-0.03246314823627472,0.34840670228004456,0.7165218591690063,-0.04688991978764534,0.28740164637565613,0.7092542052268982,0.0004387877997942269,0.2927406430244446,0.6287826299667358,-0.022863129153847694,0.320697546005249,0.593618631362915,-0.037299975752830505,0.3444597125053406,0.5807521343231201,-0.0449223518371582,0.25817951560020447,0.7165332436561584,-0.012306507676839828,0.2902829349040985,0.6444781422615051,-0.047543931752443314,0.3239281475543976,0.7075961828231812,-0.05543512850999832,0.3303944170475006,0.7598362565040588,-0.05062033236026764,0.23458924889564514,0.7363348007202148,-0.027829324826598167,0.2712728977203369,0.6806594133377075,-0.06407245248556137,0.30401691794395447,0.7494651675224304,-0.05586016923189163,0.30639177560806274,0.799042820930481,-0.03939750790596008,0.2142302691936493,0.7700748443603516,-0.04424671828746796,0.2522106468677521,0.7332180738449097,-0.06920614093542099,0.2774434983730316,0.7792176604270935,-0.0616423673927784,0.27836522459983826,0.8174111843109131,-0.04884885624051094
58,2900,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24557313323020935,0.9430451989173889,1.4396449898868013e-07,0.2944030165672302,0.8976908922195435,-0.006179191172122955,0.3314630091190338,0.819125771522522,-0.01730511337518692,0.35648226737976074,0.7610934972763062,-0.033920567482709885,0.34765082597732544,0.7184282541275024,-0.04922405630350113,0.2846004366874695,0.7064406871795654,-9.87396779237315e-05,0.2906796336174011,0.6266087889671326,-0.02407381311058998,0.3197706639766693,0.592228353023529,-0.038597267121076584,0.3440815806388855,0.581344723701477,-0.04613007605075836,0.2548902928829193,0.7143077254295349,-0.013476992025971413,0.2899706959724426,0.645940899848938,-0.049085583537817,0.32326486706733704,0.7114850282669067,-0.056372616440057755,0.3284248411655426,0.7625175714492798,-0.05112084373831749,0.23156492412090302,0.7350209951400757,-0.029672104865312576,0.2701663076877594,0.6811378002166748,-0.06616263091564178,0.30353572964668274,0.7505069971084595,-0.05728838965296745,0.3056272268295288,0.7989647388458252,-0.04041958227753639,0.21206776797771454,0.7700703740119934,-0.04677463695406914,0.25140082836151123,0.7345520257949829,-0.07193323224782944,0.2780013382434845,0.7801559567451477,-0.06410382688045502,0.2795860171318054,0.8171855807304382,-0.051083266735076904
59,2950,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2435339093208313,0.9457229375839233,1.3400791942785872e-07,0.29318785667419434,0.8984400629997253,-0.005333529785275459,0.3294891119003296,0.8193235397338867,-0.015283949673175812,0.35322657227516174,0.7622653841972351,-0.030756447464227676,0.3487939238548279,0.719662070274353,-0.044993769377470016,0.2825946807861328,0.7087778449058533,0.0012100791791453958,0.2895973026752472,0.6297510862350464,-0.022107448428869247,0.3175602853298187,0.5946457386016846,-0.03676893189549446,0.3415432870388031,0.5811755657196045,-0.04480132460594177,0.2532500624656677,0.7163006067276001,-0.012326296418905258,0.28777873516082764,0.6467522382736206,-0.04785262048244476,0.3227018415927887,0.7101027369499207,-0.05631674826145172,0.3294813632965088,0.7620459198951721,-0.05215063318610191,0.23022809624671936,0.7364625334739685,-0.028508491814136505,0.26898130774497986,0.6808385848999023,-0.06516622751951218,0.30307695269584656,0.7500755190849304,-0.057209890335798264,0.30558615922927856,0.7993571758270264,-0.0410316176712513,0.2110426127910614,0.7707862257957458,-0.04543713480234146,0.2510804533958435,0.7348776459693909,-0.07074932754039764,0.2776368260383606,0.7812806963920593,-0.06327319145202637,0.27893856167793274,0.8191471695899963,-0.05057568848133087
