frame,timestamp_ms,left_detected,right_detected,left_0_x,left_0_y,left_0_z,left_1_x,left_1_y,left_1_z,left_2_x,left_2_y,left_2_z,left_3_x,left_3_y,left_3_z,left_4_x,left_4_y,left_4_z,left_5_x,left_5_y,left_5_z,left_6_x,left_6_y,left_6_z,left_7_x,left_7_y,left_7_z,left_8_x,left_8_y,left_8_z,left_9_x,left_9_y,left_9_z,left_10_x,left_10_y,left_10_z,left_11_x,left_11_y,left_11_z,left_12_x,left_12_y,left_12_z,left_13_x,left_13_y,left_13_z,left_14_x,left_14_y,left_14_z,left_15_x,left_15_y,left_15_z,left_16_x,left_16_y,left_16_z,left_17_x,left_17_y,left_17_z,left_18_x,left_18_y,left_18_z,left_19_x,left_19_y,left_19_z,left_20_x,left_20_y,left_20_z,right_0_x,right_0_y,right_0_z,right_1_x,right_1_y,right_1_z,right_2_x,right_2_y,right_2_z,right_3_x,right_3_y,right_3_z,right_4_x,right_4_y,right_4_z,right_5_x,right_5_y,right_5_z,right_6_x,right_6_y,right_6_z,right_7_x,right_7_y,right_7_z,right_8_x,right_8_y,right_8_z,right_9_x,right_9_y,right_9_z,right_10_x,right_10_y,right_10_z,right_11_x,right_11_y,right_11_z,right_12_x,right_12_y,right_12_z,right_13_x,right_13_y,right_13_z,right_14_x,right_14_y,right_14_z,right_15_x,right_15_y,right_15_z,right_16_x,right_16_y,right_16_z,right_17_x,right_17_y,right_17_z,right_18_x,right_18_y,right_18_z,right_19_x,right_19_y,right_19_z,right_20_x,right_20_y,right_20_z
144,7200,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19521215558052063,0.9211099147796631,-2.452572971378686e-07,0.24966305494308472,0.8732688426971436,-0.03269921615719795,0.2679789066314697,0.7822256088256836,-0.047617532312870026,0.22631478309631348,0.7191935181617737,-0.060103368014097214,0.18644647300243378,0.672926127910614,-0.06646419316530228,0.26315534114837646,0.6804779171943665,-0.019349973648786545,0.27886226773262024,0.6640281677246094,-0.06484191864728928,0.2696150243282318,0.7343975901603699,-0.08881334960460663,0.2622404396533966,0.7830524444580078,-0.09763114154338837,0.21270303428173065,0.6743006706237793,-0.01935558021068573,0.2264987826347351,0.6436476111412048,-0.0679522380232811,0.22722700238227844,0.7219399213790894,-0.07920491695404053,0.23221808671951294,0.7788004875183105,-0.0726672112941742,0.16512152552604675,0.6883569359779358,-0.026667717844247818,0.175733283162117,0.7159947752952576,-0.07479730248451233,0.1980258822441101,0.8009576797485352,-0.07401120662689209,0.21641060709953308,0.8474441170692444,-0.0584685392677784,0.12499552220106125,0.7158318758010864,-0.03670644760131836,0.1411494016647339,0.7609915733337402,-0.06575088202953339,0.165624737739563,0.8191872835159302,-0.06488007307052612,0.18540669977664948,0.8414433002471924,-0.0550064891576767
145,7250,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19256412982940674,0.9196798801422119,-2.5720385110616917e-07,0.24678966403007507,0.8736026287078857,-0.034152522683143616,0.26466524600982666,0.7847647666931152,-0.048922136425971985,0.22381430864334106,0.7231578230857849,-0.06040405482053757,0.18534362316131592,0.6774025559425354,-0.06597574800252914,0.2592475414276123,0.6822748184204102,-0.020823512226343155,0.27510377764701843,0.6686804890632629,-0.06558428704738617,0.26575952768325806,0.7361040711402893,-0.08955956995487213,0.2581115961074829,0.7838165760040283,-0.09859070926904678,0.2076750248670578,0.6748827695846558,-0.01928495056927204,0.22126761078834534,0.6496971845626831,-0.06692919135093689,0.2225397229194641,0.7267758846282959,-0.07809469848871231,0.22801914811134338,0.7830551862716675,-0.0716339498758316,0.15956473350524902,0.6900641322135925,-0.02500201389193535,0.17113739252090454,0.7220941185951233,-0.07225504517555237,0.19480614364147186,0.8036925792694092,-0.07163060456514359,0.21429312229156494,0.8483632802963257,-0.056390367448329926,0.11961619555950165,0.7196735143661499,-0.033512622117996216,0.13615256547927856,0.7657119631767273,-0.06272734701633453,0.1606903225183487,0.8216981887817383,-0.06198665499687195,0.18013787269592285,0.8427684903144836,-0.052064843475818634
146,7300,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1941351443529129,0.9152821898460388,-2.583599325589603e-07,0.2468404322862625,0.8687386512756348,-0.03376041352748871,0.2655922472476959,0.7836716175079346,-0.049219779670238495,0.22498300671577454,0.7226554751396179,-0.06145148351788521,0.1857013702392578,0.6780603528022766,-0.06847082823514938,0.2581864297389984,0.6766862869262695,-0.02136319875717163,0.27343007922172546,0.6697996854782104,-0.06505818665027618,0.264179527759552,0.7363054752349854,-0.08995415270328522,0.25682756304740906,0.7874771356582642,-0.09974333643913269,0.2064572274684906,0.6703189611434937,-0.01961435005068779,0.21931524574756622,0.6523908376693726,-0.06635497510433197,0.22037270665168762,0.7273746728897095,-0.07899565249681473,0.22639763355255127,0.7872006893157959,-0.07390708476305008,0.1589602828025818,0.6873353123664856,-0.024656053632497787,0.1702747344970703,0.7242262363433838,-0.07056107372045517,0.19446729123592377,0.8023537993431091,-0.07158870995044708,0.21550177037715912,0.8495314717292786,-0.057860441505908966,0.1195177361369133,0.7196890711784363,-0.03245038911700249,0.13533228635787964,0.7660494446754456,-0.06174894794821739,0.1602860689163208,0.8203374743461609,-0.06207442656159401,0.18111231923103333,0.8431026935577393,-0.052903927862644196
147,7350,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19463352859020233,0.9151807427406311,-2.709015234358958e-07,0.24768927693367004,0.8724964261054993,-0.035921093076467514,0.26842379570007324,0.7850342392921448,-0.051672808825969696,0.22808611392974854,0.7239030003547668,-0.06371336430311203,0.18744604289531708,0.6815428733825684,-0.06998337060213089,0.2600454092025757,0.6796720027923584,-0.02330629900097847,0.272928923368454,0.6696423888206482,-0.06911680102348328,0.26225751638412476,0.7386175394058228,-0.0942515879869461,0.2556467056274414,0.7900180816650391,-0.10387153923511505,0.20714740455150604,0.6711925268173218,-0.020898237824440002,0.21851475536823273,0.6545495986938477,-0.07062830030918121,0.2189210057258606,0.7328131198883057,-0.08309518545866013,0.2260638326406479,0.7919225692749023,-0.07701350748538971,0.15883898735046387,0.6869346499443054,-0.025827031582593918,0.17018698155879974,0.7255703210830688,-0.07436050474643707,0.19366775453090668,0.8066077828407288,-0.07455888390541077,0.21509017050266266,0.8530537486076355,-0.059501148760318756,0.11875062435865402,0.7175430059432983,-0.03374871239066124,0.1354723572731018,0.7675988674163818,-0.06465968489646912,0.16045105457305908,0.8227792978286743,-0.06535260379314423,0.18194758892059326,0.8431718945503235,-0.05604924261569977
148,7400,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1949758529663086,0.9135123491287231,-2.5537153192090045e-07,0.2486077845096588,0.8706715703010559,-0.03616442158818245,0.2668764591217041,0.7841358184814453,-0.05241530016064644,0.2248285412788391,0.7243220210075378,-0.06493246555328369,0.1856284737586975,0.6813516020774841,-0.07165443897247314,0.2594122886657715,0.6793190240859985,-0.023926761001348495,0.2728117108345032,0.6698442697525024,-0.07129574567079544,0.2623431980609894,0.7378173470497131,-0.09749612212181091,0.2556992769241333,0.7901780605316162,-0.107528917491436,0.20656388998031616,0.6715048551559448,-0.021609006449580193,0.2180214822292328,0.655725359916687,-0.07265762984752655,0.21889224648475647,0.7335205078125,-0.08575357496738434,0.22631032764911652,0.7926164865493774,-0.07997580617666245,0.1586068719625473,0.6881769299507141,-0.026756396517157555,0.16955238580703735,0.7264239192008972,-0.07653893530368805,0.19355233013629913,0.8071812391281128,-0.07689674943685532,0.21567900478839874,0.8531399369239807,-0.06175004318356514,0.11932974308729172,0.7195936441421509,-0.03486872836947441,0.1355198323726654,0.76869797706604,-0.06661825627088547,0.16012142598628998,0.823557436466217,-0.06737471371889114,0.18164889514446259,0.8432180285453796,-0.05799592286348343
149,7450,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1981002241373062,0.909645140171051,-2.5486821186859743e-07,0.2510889768600464,0.8664323091506958,-0.03721018508076668,0.26789575815200806,0.7798721790313721,-0.05448843538761139,0.22366397082805634,0.7198686003684998,-0.06752920895814896,0.18533048033714294,0.6767978668212891,-0.07448375225067139,0.25650331377983093,0.6761412620544434,-0.027085062116384506,0.27332282066345215,0.6662827730178833,-0.07460429519414902,0.2630433440208435,0.7371628880500793,-0.10065880417823792,0.2554847300052643,0.7914871573448181,-0.11033648252487183,0.20378857851028442,0.6701265573501587,-0.02429525926709175,0.21943259239196777,0.6551180481910706,-0.07541868090629578,0.22165906429290771,0.7337552905082703,-0.08856725692749023,0.2285132259130478,0.7938294410705566,-0.08281846344470978,0.15653783082962036,0.6880226135253906,-0.028764763846993446,0.17005182802677155,0.7260304689407349,-0.07799848914146423,0.19569571316242218,0.8057188987731934,-0.07826685905456543,0.21809111535549164,0.8519173860549927,-0.06319034099578857,0.11809632182121277,0.7207977175712585,-0.03619825839996338,0.1354595124721527,0.7647980451583862,-0.06726734340190887,0.1610841453075409,0.8190756440162659,-0.06733319163322449,0.18249106407165527,0.8398569226264954,-0.05751853808760643
150,7500,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1993817687034607,0.9084835052490234,-2.7088447041023755e-07,0.2518008053302765,0.8667264580726624,-0.03815693035721779,0.2686334252357483,0.779361367225647,-0.05572155490517616,0.22442249953746796,0.7188426852226257,-0.06872086226940155,0.18494822084903717,0.6762466430664062,-0.07537069916725159,0.258151650428772,0.6745350956916809,-0.027529176324605942,0.273276686668396,0.6658732295036316,-0.07598349452018738,0.264405220746994,0.7375649213790894,-0.10224935412406921,0.2582750916481018,0.7900620698928833,-0.11200658231973648,0.2054588794708252,0.6685394048690796,-0.02461312897503376,0.2201288938522339,0.652847409248352,-0.07695601880550385,0.2230035662651062,0.7322002649307251,-0.09014210104942322,0.23025138676166534,0.7896341681480408,-0.08405739068984985,0.15783096849918365,0.686713457107544,-0.029115773737430573,0.17007575929164886,0.7254014015197754,-0.07855706661939621,0.19573849439620972,0.8057191371917725,-0.07760158181190491,0.21775487065315247,0.8488913774490356,-0.061589062213897705,0.11867240816354752,0.7196416854858398,-0.03679544851183891,0.13481846451759338,0.7628380656242371,-0.06679629534482956,0.1598169207572937,0.8149448037147522,-0.06570694595575333,0.1802070289850235,0.8310961723327637,-0.055247485637664795
151,7550,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19909235835075378,0.9071338772773743,-2.679585975329246e-07,0.25113168358802795,0.8652386665344238,-0.037894356995821,0.27002161741256714,0.7783970236778259,-0.055527444928884506,0.2261083424091339,0.7182668447494507,-0.06868837028741837,0.18542923033237457,0.676825761795044,-0.0755990669131279,0.2583128809928894,0.6738334894180298,-0.027590958401560783,0.27331680059432983,0.665251612663269,-0.07585451751947403,0.26426631212234497,0.736257791519165,-0.10199420899152756,0.25840044021606445,0.7881351709365845,-0.11175797134637833,0.20539377629756927,0.6679986119270325,-0.02487786114215851,0.2199421226978302,0.6521877646446228,-0.07706598192453384,0.22271615266799927,0.7315093278884888,-0.09016592800617218,0.2300778478384018,0.7889414429664612,-0.08411663770675659,0.15754854679107666,0.6862041354179382,-0.029519634321331978,0.16997632384300232,0.7250368595123291,-0.07911533862352371,0.19600580632686615,0.8051618933677673,-0.07830524444580078,0.21841992437839508,0.8483995199203491,-0.06239578500390053,0.11807266622781754,0.7190725803375244,-0.03726302832365036,0.1346978098154068,0.762187659740448,-0.06743626296520233,0.16010873019695282,0.8143574595451355,-0.06637915223836899,0.18090198934078217,0.8308272361755371,-0.055944304913282394
152,7600,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19317980110645294,0.9067768454551697,-2.841623256699677e-07,0.24377459287643433,0.8656837940216064,-0.03468788415193558,0.26512396335601807,0.7800981998443604,-0.05071789398789406,0.2245437204837799,0.7176986336708069,-0.06296443939208984,0.18723103404045105,0.6723565459251404,-0.06903429329395294,0.2559579610824585,0.6749958992004395,-0.0228232741355896,0.27298644185066223,0.6617692112922668,-0.06874227523803711,0.26478320360183716,0.7330513596534729,-0.0936456248164177,0.2583256959915161,0.7868435978889465,-0.1024155467748642,0.20504605770111084,0.6672244668006897,-0.021205995231866837,0.2224622219800949,0.6483715176582336,-0.07000841200351715,0.22460518777370453,0.7285174131393433,-0.0821889340877533,0.2303566038608551,0.7865886688232422,-0.07572372257709503,0.15784157812595367,0.6835489869117737,-0.02659265324473381,0.17198100686073303,0.7218979597091675,-0.072936050593853,0.19559629261493683,0.8035435676574707,-0.0713159590959549,0.21538600325584412,0.8475326895713806,-0.05525439605116844,0.11721999943256378,0.7151679396629333,-0.03489481657743454,0.1348203718662262,0.757167637348175,-0.06242240220308304,0.15932463109493256,0.8103342652320862,-0.059752754867076874,0.17850486934185028,0.8282260298728943,-0.048287972807884216
153,7650,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19191749393939972,0.9070850610733032,-2.9335308227018686e-07,0.24392589926719666,0.8644471764564514,-0.032735902816057205,0.2664546072483063,0.7783625721931458,-0.04760076105594635,0.22718968987464905,0.7147118449211121,-0.05944725498557091,0.18950986862182617,0.6705325841903687,-0.0651698186993599,0.25664129853248596,0.6734929084777832,-0.016799209639430046,0.27401745319366455,0.6613641381263733,-0.06206539273262024,0.26598745584487915,0.7318885326385498,-0.08678042888641357,0.2599172592163086,0.784991443157196,-0.09527911245822906,0.20725193619728088,0.6653319597244263,-0.016145512461662292,0.2262313961982727,0.6449410915374756,-0.06470440328121185,0.227415069937706,0.7259911894798279,-0.07693212479352951,0.2327132523059845,0.7847644090652466,-0.06988830119371414,0.16082963347434998,0.6797850728034973,-0.022760607302188873,0.17705807089805603,0.7174936532974243,-0.06921342015266418,0.19690223038196564,0.7997273206710815,-0.06806641817092896,0.21437297761440277,0.8438143134117126,-0.05176921188831329,0.119676373898983,0.7094208002090454,-0.03217895328998566,0.13694874942302704,0.7525675296783447,-0.059602342545986176,0.1591474562883377,0.8076972365379333,-0.057198598980903625,0.1772116869688034,0.8267368674278259,-0.04562879353761673
154,7700,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18975535035133362,0.8986058235168457,-2.3313776864597457e-07,0.2397632598876953,0.8652257323265076,-0.029878102242946625,0.27141934633255005,0.7740094661712646,-0.04344712197780609,0.24583786725997925,0.7022738456726074,-0.055194322019815445,0.21047383546829224,0.6539738774299622,-0.062199439853429794,0.2546767592430115,0.6862826347351074,-0.016097862273454666,0.27650365233421326,0.6372859477996826,-0.059046607464551926,0.2682499885559082,0.6994392275810242,-0.0822347104549408,0.2568763196468353,0.7567657232284546,-0.08876422047615051,0.20842763781547546,0.684512197971344,-0.01681375876069069,0.2335520088672638,0.6231874823570251,-0.06174888461828232,0.23444542288780212,0.6977616548538208,-0.07336486130952835,0.23313596844673157,0.7593074440956116,-0.06648488342761993,0.16310566663742065,0.6999235153198242,-0.023861650377511978,0.18179214000701904,0.6845142245292664,-0.07176294177770615,0.19912080466747284,0.7731615900993347,-0.0682484358549118,0.20870909094810486,0.8280217051506042,-0.04958641901612282,0.11925038695335388,0.7292602062225342,-0.032574936747550964,0.14055047929286957,0.7211582064628601,-0.06505788862705231,0.1628926396369934,0.784295916557312,-0.05814331769943237,0.1748855710029602,0.8201134204864502,-0.04207351431250572
155,7750,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18811088800430298,0.898626446723938,-1.901987189967258e-07,0.24023045599460602,0.8636260628700256,-0.024564525112509727,0.2724722623825073,0.7819371819496155,-0.03577587381005287,0.25227874517440796,0.7161612510681152,-0.04655879735946655,0.22363363206386566,0.6720527410507202,-0.05341383069753647,0.26426512002944946,0.6865400671958923,-0.009291608817875385,0.2801239490509033,0.6262692213058472,-0.04704412445425987,0.2776978611946106,0.6736868619918823,-0.06800901889801025,0.26866626739501953,0.7250000238418579,-0.07379927486181259,0.21874742209911346,0.68349289894104,-0.011351042427122593,0.23381958901882172,0.6126184463500977,-0.04874236509203911,0.23929335176944733,0.6766449809074402,-0.05921371653676033,0.2401769906282425,0.7281646132469177,-0.05413366109132767,0.1734977513551712,0.6971259117126465,-0.019114913418889046,0.18658806383609772,0.671415388584137,-0.06238854303956032,0.20209385454654694,0.7516176104545593,-0.05971066653728485,0.20896905660629272,0.8014478087425232,-0.04348735138773918,0.1278836727142334,0.7243913412094116,-0.028114711865782738,0.14448784291744232,0.7071754336357117,-0.05849626287817955,0.16413459181785583,0.7669579982757568,-0.05143922567367554,0.17287510633468628,0.80274897813797,-0.03620240464806557
156,7800,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18448831140995026,0.9035768508911133,2.9173557436479314e-07,0.23867732286453247,0.881014347076416,-0.023577751591801643,0.288921594619751,0.8086264133453369,-0.0299278162419796,0.2886272072792053,0.7399150729179382,-0.03596923500299454,0.2765267789363861,0.6881051063537598,-0.041421275585889816,0.2672545313835144,0.698711097240448,-0.006937735714018345,0.2787573039531708,0.6352571845054626,-0.026012727990746498,0.2962990701198578,0.6057823896408081,-0.04198062792420387,0.3130217492580414,0.600502610206604,-0.049873705953359604,0.22656124830245972,0.6873390078544617,-0.0075569432228803635,0.23424206674098969,0.6011837720870972,-0.025700263679027557,0.2547159790992737,0.5813214778900146,-0.04052639380097389,0.27267125248908997,0.5952989459037781,-0.047756943851709366,0.18456226587295532,0.6955806612968445,-0.012273832224309444,0.19549047946929932,0.6217392086982727,-0.037680670619010925,0.21293970942497253,0.6398075222969055,-0.049503348767757416,0.22268281877040863,0.6833445429801941,-0.05133263021707535,0.1381586194038391,0.7181642651557922,-0.01861039362847805,0.1359025537967682,0.6472576260566711,-0.04154812544584274,0.15170232951641083,0.6568819284439087,-0.046731214970350266,0.16305726766586304,0.6919568181037903,-0.04506974294781685
157,7850,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17829318344593048,0.9266812801361084,2.06174007644222e-07,0.23759452998638153,0.8895503282546997,-0.017353571951389313,0.2833940386772156,0.8224568367004395,-0.022935206070542336,0.29599177837371826,0.755681574344635,-0.02888651378452778,0.31359201669692993,0.706296443939209,-0.033493321388959885,0.2611513137817383,0.7180619835853577,-0.00040371387149207294,0.28522953391075134,0.6584412455558777,-0.02036716602742672,0.30487269163131714,0.6415250897407532,-0.03829863667488098,0.3241192698478699,0.6410152912139893,-0.048695437610149384,0.22448478639125824,0.7001726627349854,-0.0056142257526516914,0.23909097909927368,0.619685709476471,-0.02179182507097721,0.2616521120071411,0.5836887359619141,-0.03597167879343033,0.2868419587612152,0.5652886629104614,-0.0445842519402504,0.18661178648471832,0.7033709287643433,-0.015840398147702217,0.2000136375427246,0.6218904852867126,-0.03606851398944855,0.22479715943336487,0.5868690013885498,-0.049475450068712234,0.2542159855365753,0.566645085811615,-0.056668926030397415,0.1461392641067505,0.7269739508628845,-0.027836348861455917,0.13103365898132324,0.6602742671966553,-0.046191927045583725,0.12412000447511673,0.6095216274261475,-0.05483527481555939,0.12312639504671097,0.5669329166412354,-0.05954129993915558
158,7900,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1780732274055481,0.9279528856277466,3.2503800184713327e-07,0.23500685393810272,0.8926916122436523,-0.016258032992482185,0.28008121252059937,0.8216203451156616,-0.02399938926100731,0.3023398816585541,0.7581021189689636,-0.033378373831510544,0.3282333016395569,0.7126860618591309,-0.04107639193534851,0.259093314409256,0.7222884297370911,0.001205798122100532,0.296083003282547,0.6691213250160217,-0.0282927043735981,0.32075318694114685,0.67098468542099,-0.05218091234564781,0.3408595323562622,0.6993588805198669,-0.06318986415863037,0.2252555638551712,0.6993356943130493,-0.0049306428991258144,0.249006986618042,0.6127266883850098,-0.022520292550325394,0.2765367329120636,0.5659037232398987,-0.03506924957036972,0.3049386739730835,0.5335227251052856,-0.04151412099599838,0.18884195387363434,0.7008627653121948,-0.017439216375350952,0.20361396670341492,0.6168710589408875,-0.03825872391462326,0.22724419832229614,0.5686525106430054,-0.04947833716869354,0.2540806531906128,0.5334633588790894,-0.053849637508392334,0.14861518144607544,0.7233738303184509,-0.03195479139685631,0.1328379213809967,0.6518363952636719,-0.05039522796869278,0.12582680583000183,0.5974546670913696,-0.05625159293413162,0.12477737665176392,0.5498976111412048,-0.05758347734808922
